id,name,type,code,full_path,parent_id:id
xadientho20250805154607741,Xã Diễn Thọ,ward,17488,Tỉnh Nghệ An > Huyện Diễn Châu > Xã Diễn Thọ,environment.huyenquephong
xadienloi20250805154607742,Xã Diễn Lợi,ward,17491,Tỉnh Nghệ An > Huyện Diễn Châu > Xã Diễn Lợi,environment.huyenquephong
xadienloc20250805154607744,Xã Diễn Lộc,ward,17494,Tỉnh Nghệ An > Huyện Diễn Châu > Xã Diễn Lộc,environment.huyenquephong
xadientrung20250805154607745,Xã Diễn Trung,ward,17497,Tỉnh Nghệ An > Huyện Diễn Châu > Xã Diễn Trung,environment.huyenquephong
xadienan20250805154607746,Xã Diễn An,ward,17500,Tỉnh Nghệ An > Huyện Diễn Châu > Xã Diễn An,environment.huyenquephong
xadienphu20250805154607747,Xã Diễn Phú,ward,17503,Tỉnh Nghệ An > Huyện Diễn Châu > Xã Diễn Phú,environment.huyenquephong
thitranhoathanh20250805154607748,Thị trấn Hoa Thành,ward,17506,Tỉnh Nghệ An > Huyện Yên Thành > Thị trấn Hoa Thành,environment.huyenquychau
xamathanh20250805154607749,Xã Mã Thành,ward,17509,Tỉnh Nghệ An > Huyện Yên Thành > Xã Mã Thành,environment.huyenquychau
xatienthanh20250805154607750,Xã Tiến Thành,ward,17510,Tỉnh Nghệ An > Huyện Yên Thành > Xã Tiến Thành,environment.huyenquychau
xalangthanh20250805154607751,Xã Lăng Thành,ward,17512,Tỉnh Nghệ An > Huyện Yên Thành > Xã Lăng Thành,environment.huyenquychau
xatanthanh20250805154607753,Xã Tân Thành,ward,17515,Tỉnh Nghệ An > Huyện Yên Thành > Xã Tân Thành,environment.huyenquychau
xaducthanh20250805154607754,Xã Đức Thành,ward,17518,Tỉnh Nghệ An > Huyện Yên Thành > Xã Đức Thành,environment.huyenquychau
xakimthanh20250805154607755,Xã Kim Thành,ward,17521,Tỉnh Nghệ An > Huyện Yên Thành > Xã Kim Thành,environment.huyenquychau
xahauthanh20250805154607756,Xã Hậu Thành,ward,17524,Tỉnh Nghệ An > Huyện Yên Thành > Xã Hậu Thành,environment.huyenquychau
xadothanh20250805154607757,Xã Đô Thành,ward,17527,Tỉnh Nghệ An > Huyện Yên Thành > Xã Đô Thành,environment.huyenquychau
xathothanh20250805154607758,Xã Thọ Thành,ward,17530,Tỉnh Nghệ An > Huyện Yên Thành > Xã Thọ Thành,environment.huyenquychau
xaquangthanh20250805154607760,Xã Quang Thành,ward,17533,Tỉnh Nghệ An > Huyện Yên Thành > Xã Quang Thành,environment.huyenquychau
xataythanh20250805154607761,Xã Tây Thành,ward,17536,Tỉnh Nghệ An > Huyện Yên Thành > Xã Tây Thành,environment.huyenquychau
xaphucthanh20250805154607762,Xã Phúc Thành,ward,17539,Tỉnh Nghệ An > Huyện Yên Thành > Xã Phúc Thành,environment.huyenquychau
xaphuthanh20250805154607763,Xã Phú Thành,ward,17542,Tỉnh Nghệ An > Huyện Yên Thành > Xã Phú Thành,environment.huyenquychau
xadongthanh20250805154607764,Xã Đồng Thành,ward,17545,Tỉnh Nghệ An > Huyện Yên Thành > Xã Đồng Thành,environment.huyenquychau
xatangthanh20250805154607765,Xã Tăng Thành,ward,17554,Tỉnh Nghệ An > Huyện Yên Thành > Xã Tăng Thành,environment.huyenquychau
xavanthanh20250805154607767,Xã Văn Thành,ward,17557,Tỉnh Nghệ An > Huyện Yên Thành > Xã Văn Thành,environment.huyenquychau
xathinhthanh20250805154607768,Xã Thịnh Thành,ward,17560,Tỉnh Nghệ An > Huyện Yên Thành > Xã Thịnh Thành,environment.huyenquychau
xaxuanthanh20250805154607769,Xã Xuân Thành,ward,17566,Tỉnh Nghệ An > Huyện Yên Thành > Xã Xuân Thành,environment.huyenquychau
xabacthanh20250805154607770,Xã Bắc Thành,ward,17569,Tỉnh Nghệ An > Huyện Yên Thành > Xã Bắc Thành,environment.huyenquychau
xadongthanh20250805154607771,Xã Đông Thành,ward,17572,Tỉnh Nghệ An > Huyện Yên Thành > Xã Đông Thành,environment.huyenquychau
xatrungthanh20250805154607772,Xã Trung Thành,ward,17575,Tỉnh Nghệ An > Huyện Yên Thành > Xã Trung Thành,environment.huyenquychau
xalongthanh20250805154607774,Xã Long Thành,ward,17578,Tỉnh Nghệ An > Huyện Yên Thành > Xã Long Thành,environment.huyenquychau
xaminhthanh20250805154607775,Xã Minh Thành,ward,17581,Tỉnh Nghệ An > Huyện Yên Thành > Xã Minh Thành,environment.huyenquychau
xanamthanh20250805154607776,Xã Nam Thành,ward,17584,Tỉnh Nghệ An > Huyện Yên Thành > Xã Nam Thành,environment.huyenquychau
xavinhthanh20250805154607777,Xã Vĩnh Thành,ward,17587,Tỉnh Nghệ An > Huyện Yên Thành > Xã Vĩnh Thành,environment.huyenquychau
xavienthanh20250805154607778,Xã Viên Thành,ward,17596,Tỉnh Nghệ An > Huyện Yên Thành > Xã Viên Thành,environment.huyenquychau
xalienthanh20250805154607780,Xã Liên Thành,ward,17602,Tỉnh Nghệ An > Huyện Yên Thành > Xã Liên Thành,environment.huyenquychau
xabaothanh20250805154607781,Xã Bảo Thành,ward,17605,Tỉnh Nghệ An > Huyện Yên Thành > Xã Bảo Thành,environment.huyenquychau
xamythanh20250805154607782,Xã Mỹ Thành,ward,17608,Tỉnh Nghệ An > Huyện Yên Thành > Xã Mỹ Thành,environment.huyenquychau
xavantu20250805154607783,Xã Vân Tụ,ward,17611,Tỉnh Nghệ An > Huyện Yên Thành > Xã Vân Tụ,environment.huyenquychau
xasonthanh20250805154607784,Xã Sơn Thành,ward,17614,Tỉnh Nghệ An > Huyện Yên Thành > Xã Sơn Thành,environment.huyenquychau
thitrandoluong20250805154607785,Thị trấn Đô Lương,ward,17617,Tỉnh Nghệ An > Huyện Đô Lương > Thị trấn Đô Lương,environment.huyenkyson
xagiangsondong20250805154607787,Xã Giang Sơn Đông,ward,17619,Tỉnh Nghệ An > Huyện Đô Lương > Xã Giang Sơn Đông,environment.huyenkyson
xagiangsontay20250805154607788,Xã Giang Sơn Tây,ward,17620,Tỉnh Nghệ An > Huyện Đô Lương > Xã Giang Sơn Tây,environment.huyenkyson
xabachngoc20250805154607789,Xã Bạch Ngọc,ward,17623,Tỉnh Nghệ An > Huyện Đô Lương > Xã Bạch Ngọc,environment.huyenkyson
xaboison20250805154607790,Xã Bồi Sơn,ward,17626,Tỉnh Nghệ An > Huyện Đô Lương > Xã Bồi Sơn,environment.huyenkyson
xahongson20250805154607791,Xã Hồng Sơn,ward,17629,Tỉnh Nghệ An > Huyện Đô Lương > Xã Hồng Sơn,environment.huyenkyson
xabaison20250805154607793,Xã Bài Sơn,ward,17632,Tỉnh Nghệ An > Huyện Đô Lương > Xã Bài Sơn,environment.huyenkyson
xabacson20250805154607794,Xã Bắc Sơn,ward,17638,Tỉnh Nghệ An > Huyện Đô Lương > Xã Bắc Sơn,environment.huyenkyson
xatrangson20250805154607795,Xã Tràng Sơn,ward,17641,Tỉnh Nghệ An > Huyện Đô Lương > Xã Tràng Sơn,environment.huyenkyson
xathuongson20250805154607796,Xã Thượng Sơn,ward,17644,Tỉnh Nghệ An > Huyện Đô Lương > Xã Thượng Sơn,environment.huyenkyson
xahoason20250805154607797,Xã Hòa Sơn,ward,17647,Tỉnh Nghệ An > Huyện Đô Lương > Xã Hòa Sơn,environment.huyenkyson
xadangson20250805154607799,Xã Đặng Sơn,ward,17650,Tỉnh Nghệ An > Huyện Đô Lương > Xã Đặng Sơn,environment.huyenkyson
xadongson20250805154607800,Xã Đông Sơn,ward,17653,Tỉnh Nghệ An > Huyện Đô Lương > Xã Đông Sơn,environment.huyenkyson
xanamson20250805154607801,Xã Nam Sơn,ward,17656,Tỉnh Nghệ An > Huyện Đô Lương > Xã Nam Sơn,environment.huyenkyson
xaluuson20250805154607802,Xã Lưu Sơn,ward,17659,Tỉnh Nghệ An > Huyện Đô Lương > Xã Lưu Sơn,environment.huyenkyson
xayenson20250805154607803,Xã Yên Sơn,ward,17662,Tỉnh Nghệ An > Huyện Đô Lương > Xã Yên Sơn,environment.huyenkyson
xavanson20250805154607805,Xã Văn Sơn,ward,17665,Tỉnh Nghệ An > Huyện Đô Lương > Xã Văn Sơn,environment.huyenkyson
xadason20250805154607806,Xã Đà Sơn,ward,17668,Tỉnh Nghệ An > Huyện Đô Lương > Xã Đà Sơn,environment.huyenkyson
xalacson20250805154607807,Xã Lạc Sơn,ward,17671,Tỉnh Nghệ An > Huyện Đô Lương > Xã Lạc Sơn,environment.huyenkyson
xatanson20250805154607808,Xã Tân Sơn,ward,17674,Tỉnh Nghệ An > Huyện Đô Lương > Xã Tân Sơn,environment.huyenkyson
xathaison20250805154607809,Xã Thái Sơn,ward,17677,Tỉnh Nghệ An > Huyện Đô Lương > Xã Thái Sơn,environment.huyenkyson
xaquangson20250805154607811,Xã Quang Sơn,ward,17680,Tỉnh Nghệ An > Huyện Đô Lương > Xã Quang Sơn,environment.huyenkyson
xathinhson20250805154607812,Xã Thịnh Sơn,ward,17683,Tỉnh Nghệ An > Huyện Đô Lương > Xã Thịnh Sơn,environment.huyenkyson
xatrungson20250805154607813,Xã Trung Sơn,ward,17686,Tỉnh Nghệ An > Huyện Đô Lương > Xã Trung Sơn,environment.huyenkyson
xaxuanson20250805154607814,Xã Xuân Sơn,ward,17689,Tỉnh Nghệ An > Huyện Đô Lương > Xã Xuân Sơn,environment.huyenkyson
xaminhson20250805154607815,Xã Minh Sơn,ward,17692,Tỉnh Nghệ An > Huyện Đô Lương > Xã Minh Sơn,environment.huyenkyson
xathuanson20250805154607816,Xã Thuận Sơn,ward,17695,Tỉnh Nghệ An > Huyện Đô Lương > Xã Thuận Sơn,environment.huyenkyson
xanhanson20250805154607817,Xã Nhân Sơn,ward,17698,Tỉnh Nghệ An > Huyện Đô Lương > Xã Nhân Sơn,environment.huyenkyson
xahienson20250805154607819,Xã Hiến Sơn,ward,17701,Tỉnh Nghệ An > Huyện Đô Lương > Xã Hiến Sơn,environment.huyenkyson
xamyson20250805154607820,Xã Mỹ Sơn,ward,17704,Tỉnh Nghệ An > Huyện Đô Lương > Xã Mỹ Sơn,environment.huyenkyson
xatruson20250805154607821,Xã Trù Sơn,ward,17707,Tỉnh Nghệ An > Huyện Đô Lương > Xã Trù Sơn,environment.huyenkyson
xadaison20250805154607822,Xã Đại Sơn,ward,17710,Tỉnh Nghệ An > Huyện Đô Lương > Xã Đại Sơn,environment.huyenkyson
thitrandung20250805154607824,Thị trấn Dùng,ward,17713,Tỉnh Nghệ An > Huyện Thanh Chương > Thị trấn Dùng,environment.huyenconcuong
xacatvan20250805154607825,Xã Cát Văn,ward,17716,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Cát Văn,environment.huyenconcuong
xaminhson20250805154607826,Xã Minh Sơn,ward,17719,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Minh Sơn,environment.huyenconcuong
xahanhlam20250805154607827,Xã Hạnh Lâm,ward,17722,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Hạnh Lâm,environment.huyenconcuong
xathanhson20250805154607828,Xã Thanh Sơn,ward,17723,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Sơn,environment.huyenconcuong
xaphongthinh20250805154607829,Xã Phong Thịnh,ward,17728,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Phong Thịnh,environment.huyenconcuong
xathanhphong20250805154607831,Xã Thanh Phong,ward,17731,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Phong,environment.huyenconcuong
xathanhmy20250805154607832,Xã Thanh Mỹ,ward,17734,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Mỹ,environment.huyenconcuong
xathanhtien20250805154607833,Xã Thanh Tiên,ward,17737,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Tiên,environment.huyenconcuong
xathanhlien20250805154607834,Xã Thanh Liên,ward,17743,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Liên,environment.huyenconcuong
xadaidong20250805154607836,Xã Đại Đồng,ward,17749,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Đại Đồng,environment.huyenconcuong
xathanhngoc20250805154607837,Xã Thanh Ngọc,ward,17755,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Ngọc,environment.huyenconcuong
xathanhhuong20250805154607838,Xã Thanh Hương,ward,17758,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Hương,environment.huyenconcuong
xangoclam20250805154607839,Xã Ngọc Lâm,ward,17759,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Ngọc Lâm,environment.huyenconcuong
xadongvan20250805154607840,Xã Đồng Văn,ward,17764,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Đồng Văn,environment.huyenconcuong
xangocson20250805154607841,Xã Ngọc Sơn,ward,17767,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Ngọc Sơn,environment.huyenconcuong
xathanhthinh20250805154607843,Xã Thanh Thịnh,ward,17770,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Thịnh,environment.huyenconcuong
xathanhan20250805154607844,Xã Thanh An,ward,17773,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh An,environment.huyenconcuong
xathanhqua20250805154607845,Xã Thanh Quả,ward,17776,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Quả,environment.huyenconcuong
xaxuanduong20250805154607846,Xã Xuân Dương,ward,17779,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Xuân Dương,environment.huyenconcuong
xaminhtien20250805154607847,Xã Minh Tiến,ward,17785,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Minh Tiến,environment.huyenconcuong
xakimbang20250805154607848,Xã Kim Bảng,ward,17791,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Kim Bảng,environment.huyenconcuong
xathanhthuy20250805154607850,Xã Thanh Thủy,ward,17797,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Thủy,environment.huyenconcuong
xathanhha20250805154607851,Xã Thanh Hà,ward,17806,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Hà,environment.huyenconcuong
xathanhtung20250805154607852,Xã Thanh Tùng,ward,17812,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Tùng,environment.huyenconcuong
xathanhlam20250805154607853,Xã Thanh Lâm,ward,17815,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Lâm,environment.huyenconcuong
xamaigiang20250805154607854,Xã Mai Giang,ward,17818,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Mai Giang,environment.huyenconcuong
xathanhxuan20250805154607856,Xã Thanh Xuân,ward,17821,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Xuân,environment.huyenconcuong
xathanhduc20250805154607857,Xã Thanh Đức,ward,17824,Tỉnh Nghệ An > Huyện Thanh Chương > Xã Thanh Đức,environment.huyenconcuong
thitranquanhanh20250805154607858,Thị trấn Quán Hành,ward,17827,Tỉnh Nghệ An > Huyện Nghi Lộc > Thị trấn Quán Hành,environment.huyentanky
xanghivan20250805154607859,Xã Nghi Văn,ward,17830,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Văn,environment.huyentanky
xanghiyen20250805154607860,Xã Nghi Yên,ward,17833,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Yên,environment.huyentanky
xanghitien20250805154607861,Xã Nghi Tiến,ward,17836,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Tiến,environment.huyentanky
xanghihung20250805154607863,Xã Nghi Hưng,ward,17839,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Hưng,environment.huyentanky
xanghidong20250805154607864,Xã Nghi Đồng,ward,17842,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Đồng,environment.huyentanky
xanghithiet20250805154607865,Xã Nghi Thiết,ward,17845,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Thiết,environment.huyentanky
xanghilam20250805154607867,Xã Nghi Lâm,ward,17848,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Lâm,environment.huyentanky
xanghiquang20250805154607868,Xã Nghi Quang,ward,17851,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Quang,environment.huyentanky
xanghikieu20250805154607869,Xã Nghi Kiều,ward,17854,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Kiều,environment.huyentanky
xanghimy20250805154607870,Xã Nghi Mỹ,ward,17857,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Mỹ,environment.huyentanky
xanghiphuong20250805154607872,Xã Nghi Phương,ward,17860,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Phương,environment.huyentanky
xanghithuan20250805154607873,Xã Nghi Thuận,ward,17863,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Thuận,environment.huyentanky
xanghilong20250805154607874,Xã Nghi Long,ward,17866,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Long,environment.huyentanky
xanghixa20250805154607875,Xã Nghi Xá,ward,17869,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Xá,environment.huyentanky
xakhanhhop20250805154607876,Xã Khánh Hợp,ward,17878,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Khánh Hợp,environment.huyentanky
xanghicongbac20250805154607877,Xã Nghi Công Bắc,ward,17884,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Công Bắc,environment.huyentanky
xanghicongnam20250805154607878,Xã Nghi Công Nam,ward,17887,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Công Nam,environment.huyentanky
xanghithach20250805154607880,Xã Nghi Thạch,ward,17890,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Thạch,environment.huyentanky
xanghitrung20250805154607881,Xã Nghi Trung,ward,17893,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Trung,environment.huyentanky
xathinhtruong20250805154607882,Xã Thịnh Trường,ward,17896,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Thịnh Trường,environment.huyentanky
xadienhoa20250805154607883,Xã Diên Hoa,ward,17899,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Diên Hoa,environment.huyentanky
xanghivan20250805154607884,Xã Nghi Vạn,ward,17911,Tỉnh Nghệ An > Huyện Nghi Lộc > Xã Nghi Vạn,environment.huyentanky
xanamhung20250805154607885,Xã Nam Hưng,ward,17932,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Hưng,environment.huyenanhson
xanghiathai20250805154607886,Xã Nghĩa Thái,ward,17935,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nghĩa Thái,environment.huyenanhson
xanamthanh20250805154607888,Xã Nam Thanh,ward,17938,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Thanh,environment.huyenanhson
xanamanh20250805154607889,Xã Nam Anh,ward,17941,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Anh,environment.huyenanhson
xanamxuan20250805154607890,Xã Nam Xuân,ward,17944,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Xuân,environment.huyenanhson
thitrannamdan20250805154607891,Thị trấn Nam Đàn,ward,17950,Tỉnh Nghệ An > Huyện Nam Đàn > Thị trấn Nam Đàn,environment.huyenanhson
xanamlinh20250805154607893,Xã Nam Lĩnh,ward,17953,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Lĩnh,environment.huyenanhson
xanamgiang20250805154607894,Xã Nam Giang,ward,17956,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Giang,environment.huyenanhson
xaxuanhoa20250805154607895,Xã Xuân Hòa,ward,17959,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Xuân Hòa,environment.huyenanhson
xahungtien20250805154607896,Xã Hùng Tiến,ward,17962,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Hùng Tiến,environment.huyenanhson
xathuongtanloc20250805154607897,Xã Thượng Tân Lộc,ward,17968,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Thượng Tân Lộc,environment.huyenanhson
xakimlien20250805154607899,Xã Kim Liên,ward,17971,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Kim Liên,environment.huyenanhson
xaxuanhong20250805154607900,Xã Xuân Hồng,ward,17980,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Xuân Hồng,environment.huyenanhson
xanamcat20250805154607901,Xã Nam Cát,ward,17983,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Cát,environment.huyenanhson
xakhanhson20250805154607902,Xã Khánh Sơn,ward,17986,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Khánh Sơn,environment.huyenanhson
xatrungphuccuong20250805154607904,Xã Trung Phúc Cường,ward,17989,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Trung Phúc Cường,environment.huyenanhson
xanamkim20250805154607905,Xã Nam Kim,ward,17998,Tỉnh Nghệ An > Huyện Nam Đàn > Xã Nam Kim,environment.huyenanhson
thitranhungnguyen20250805154607906,Thị trấn Hưng Nguyên,ward,18001,Tỉnh Nghệ An > Huyện Hưng Nguyên > Thị trấn Hưng Nguyên,environment.huyendienchau
xahungtrung20250805154607907,Xã Hưng Trung,ward,18004,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Trung,environment.huyendienchau
xahungyen20250805154607908,Xã Hưng Yên,ward,18007,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Yên,environment.huyendienchau
xahungyenbac20250805154607909,Xã Hưng Yên Bắc,ward,18008,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Yên Bắc,environment.huyendienchau
xahungtay20250805154607911,Xã Hưng Tây,ward,18010,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Tây,environment.huyendienchau
xahungdao20250805154607912,Xã Hưng Đạo,ward,18016,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Đạo,environment.huyendienchau
xathinhmy20250805154607913,Xã Thịnh Mỹ,ward,18022,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Thịnh Mỹ,environment.huyendienchau
xahunglinh20250805154607914,Xã Hưng Lĩnh,ward,18025,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Lĩnh,environment.huyendienchau
xathongtan20250805154607915,Xã Thông Tân,ward,18028,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Thông Tân,environment.huyendienchau
xahungnghia20250805154607917,Xã Hưng Nghĩa,ward,18037,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Nghĩa,environment.huyendienchau
xaphucloi20250805154607918,Xã Phúc Lợi,ward,18040,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Phúc Lợi,environment.huyendienchau
xalongxa20250805154607919,Xã Long Xá,ward,18043,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Long Xá,environment.huyendienchau
xachaunhan20250805154607920,Xã Châu Nhân,ward,18052,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Châu Nhân,environment.huyendienchau
xaxuanlam20250805154607921,Xã Xuân Lam,ward,18055,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Xuân Lam,environment.huyendienchau
xahungthanh20250805154607922,Xã Hưng Thành,ward,18064,Tỉnh Nghệ An > Huyện Hưng Nguyên > Xã Hưng Thành,environment.huyendienchau
xaquynhvinh20250805154607923,Xã Quỳnh Vinh,ward,17104,Tỉnh Nghệ An > Thị xã Hoàng Mai > Xã Quỳnh Vinh,environment.huyenyenthanh
xaquynhloc20250805154607925,Xã Quỳnh Lộc,ward,17107,Tỉnh Nghệ An > Thị xã Hoàng Mai > Xã Quỳnh Lộc,environment.huyenyenthanh
phuongquynhthien20250805154607926,Phường Quỳnh Thiện,ward,17110,Tỉnh Nghệ An > Thị xã Hoàng Mai > Phường Quỳnh Thiện,environment.huyenyenthanh
xaquynhlap20250805154607927,Xã Quỳnh Lập,ward,17113,Tỉnh Nghệ An > Thị xã Hoàng Mai > Xã Quỳnh Lập,environment.huyenyenthanh
xaquynhtrang20250805154607928,Xã Quỳnh Trang,ward,17116,Tỉnh Nghệ An > Thị xã Hoàng Mai > Xã Quỳnh Trang,environment.huyenyenthanh
phuongmaihung20250805154607929,Phường Mai Hùng,ward,17125,Tỉnh Nghệ An > Thị xã Hoàng Mai > Phường Mai Hùng,environment.huyenyenthanh
phuongquynhdi20250805154607931,Phường Quỳnh Dị,ward,17128,Tỉnh Nghệ An > Thị xã Hoàng Mai > Phường Quỳnh Dị,environment.huyenyenthanh
phuongquynhxuan20250805154607932,Phường Quỳnh Xuân,ward,17131,Tỉnh Nghệ An > Thị xã Hoàng Mai > Phường Quỳnh Xuân,environment.huyenyenthanh
phuongquynhphuong20250805154607933,Phường Quỳnh Phương,ward,17134,Tỉnh Nghệ An > Thị xã Hoàng Mai > Phường Quỳnh Phương,environment.huyenyenthanh
xaquynhlien20250805154607934,Xã Quỳnh Liên,ward,17137,Tỉnh Nghệ An > Thị xã Hoàng Mai > Xã Quỳnh Liên,environment.huyenyenthanh
phuongnamha20250805154607935,Phường Nam Hà,ward,18073,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Nam Hà,environment.huyennamdan
phuongbacha20250805154607937,Phường Bắc Hà,ward,18077,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Bắc Hà,environment.huyennamdan
phuongtangiang20250805154607938,Phường Tân Giang,ward,18079,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Tân Giang,environment.huyennamdan
phuongdainai20250805154607939,Phường Đại Nài,ward,18082,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Đại Nài,environment.huyennamdan
phuonghahuytap20250805154607940,Phường Hà Huy Tập,ward,18085,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Hà Huy Tập,environment.huyennamdan
phuongthachtrung20250805154607941,Phường Thạch Trung,ward,18088,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Thạch Trung,environment.huyennamdan
phuongthachquy20250805154607942,Phường Thạch Quý,ward,18091,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Thạch Quý,environment.huyennamdan
phuongtranphu20250805154607944,Phường Trần Phú,ward,18094,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Trần Phú,environment.huyennamdan
phuongvanyen20250805154607945,Phường Văn Yên,ward,18097,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Văn Yên,environment.huyennamdan
phuongthachha20250805154607946,Phường Thạch Hạ,ward,18100,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Thạch Hạ,environment.huyennamdan
phuongdongmon20250805154607947,Phường Đồng Môn,ward,18103,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Đồng Môn,environment.huyennamdan
phuongthachhung20250805154607948,Phường Thạch Hưng,ward,18109,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Phường Thạch Hưng,environment.huyennamdan
xathachbinh20250805154607949,Xã Thạch Bình,ward,18112,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Xã Thạch Bình,environment.huyennamdan
xathachhai20250805154607951,Xã Thạch Hải,ward,18571,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Xã Thạch Hải,environment.huyennamdan
xadinhban20250805154607952,Xã Đỉnh Bàn,ward,18595,Tỉnh Hà Tĩnh > Thành phố Hà Tĩnh > Xã Đỉnh Bàn,environment.huyennamdan
